 Timestep   N_clusts  all_parts  thr_clusts thr_parts 
   0.0       87752      100000       0          0     
   0.1       66876      100000       5         109    
   0.2       65126      100000       24        569    
   0.3       64167      100000       36        931    
   0.4       63736      100000       49        1249   
   0.5       62968      100000       57        1546   
   0.6       62964      100000       57        1649   
   0.7       62743      100000       61        1654   
   0.8       62475      100000       72        2069   
   0.9       62576      100000       66        1931   
   1.0       62324      100000       75        2140   
   1.1       62473      100000       87        2576   
   1.2       62177      100000       89        2489   
   1.3       61933      100000       80        2444   
   1.4       61688      100000       93        2629   
   1.5       62061      100000       88        2643   
   1.6       61700      100000       97        2908   
   1.7       61828      100000      104        3116   
   1.8       61887      100000       97        3041   
   1.9       61630      100000       94        2819   
   2.0       61905      100000       93        2807   
   2.1       61876      100000       89        2755   
   2.2       62116      100000       90        2671   
   2.3       62024      100000       82        2622   
   2.4       61781      100000      100        2875   
   2.5       61811      100000      105        3070   
   2.6       61741      100000       94        2769   
   2.7       61677      100000      105        3170   
   2.8       61763      100000      105        3142   
   2.9       61649      100000       96        2762   
   3.0       61923      100000      109        3019   
   3.1       61637      100000       95        2844   
   3.2       61581      100000      103        3164   
   3.3       61613      100000       90        2682   
   3.4       61628      100000       95        2729   
   3.5       61685      100000      109        3212   
   3.6       61615      100000      105        3185   
   3.7       61707      100000      101        2967   
   3.8       61489      100000      106        3315   
   3.9       61291      100000      111        3363   
   4.0       61537      100000      104        3098   
   4.1       61460      100000      110        3305   
   4.2       61345      100000      114        3456   
   4.3       61681      100000       99        3105   
   4.4       61591      100000      104        3462   
   4.5       61412      100000      116        3500   
   4.6       61816      100000      110        3203   
   4.7       61375      100000      112        3591   
   4.8       61562      100000       98        3163   
   4.9       61733      100000      110        3549   
   5.0       61525      100000      110        3500   
   5.1       61625      100000      114        3474   
   5.2       61289      100000      102        3284   
   5.3       61334      100000      121        3635   
   5.4       61378      100000      126        3936   
   5.5       61444      100000      116        3280   
   5.6       61245      100000      106        3429   
   5.7       61533      100000      105        3570   
   5.8       61434      100000       99        3004   
   5.9       61383      100000      122        3732   
   6.0       61379      100000      102        3182   
   6.1       61360      100000      113        3394   
   6.2       61276      100000      114        3443   
   6.3       61169      100000      119        3690   
   6.4       61376      100000       95        2900   
   6.5       61035      100000      115        3611   
   6.6       61463      100000      115        3651   
   6.7       61359      100000      102        3265   
   6.8       61320      100000      124        3879   
   6.9       61474      100000      120        3793   
   7.0       61370      100000      115        3557   
   7.1       61528      100000      103        3255   
   7.2       61411      100000      106        3064   
   7.3       61797      100000       98        3074   
   7.4       61544      100000      105        3290   
   7.5       61509      100000      100        3069   
   7.6       61503      100000      105        2946   
   7.7       61363      100000      104        3151   
   7.8       61659      100000      102        3048   
   7.9       61307      100000      118        3765   
   8.0       61394      100000      116        3593   
   8.1       61224      100000      100        3091   
   8.2       61418      100000      112        3621   
   8.3       61586      100000       90        2848   
   8.4       61369      100000      106        3268   
   8.5       61496      100000      107        3314   
   8.6       61604      100000      114        3621   
   8.7       61513      100000      107        3455   
   8.8       61678      100000      107        3290   
   8.9       61461      100000      111        3275   
   9.0       61718      100000      115        3604   
   9.1       61699      100000      126        3873   
   9.2       61598      100000      124        3865   
   9.3       61610      100000      109        3417   
   9.4       61603      100000      114        3438   
   9.5       61968      100000      100        3072   
   9.6       61639      100000      100        2984   
   9.7       61690      100000       96        2900   
   9.8       61194      100000      119        3622   
   9.9       61400      100000       96        3164   
   10.0      61617      100000      109        3247   
   10.1      61671      100000      108        3178   
   10.2      61600      100000      100        3197   
   10.3      61738      100000      103        3168   
   10.4      61394      100000       96        2900   
   10.5      61501      100000      112        3410   
   10.6      61426      100000       92        2901   
   10.7      61634      100000       93        3122   
   10.8      61589      100000       85        2826   
   10.9      61538      100000      108        3614   
   11.0      61271      100000      116        3684   
   11.1      61228      100000      107        3285   
   11.2      61431      100000      104        3173   
   11.3      61190      100000      116        3725   
   11.4      61647      100000      105        3268   
   11.5      61500      100000      116        3827   
   11.6      62022      100000       92        2969   
   11.7      61845      100000      107        3287   
   11.8      61755      100000      106        3358   
   11.9      61930      100000       98        3174   
   12.0      61611      100000      103        3130   
   12.1      61749      100000      102        3303   
   12.2      61375      100000      101        3288   
   12.3      61591      100000       93        2994   
   12.4      61620      100000      108        3394   
   12.5      61557      100000       89        2843   
   12.6      61738      100000       95        2929   
   12.7      61732      100000       87        2752   
   12.8      61601      100000      101        3233   
   12.9      61835      100000      104        3141   
   13.0      61896      100000      103        3317   
   13.1      61806      100000       96        3197   
   13.2      61730      100000      114        3412   
   13.3      61746      100000       95        2742   
   13.4      61804      100000       92        2819   
   13.5      61487      100000      101        3226   
   13.6      61686      100000       89        2688   
   13.7      61560      100000      108        3252   
   13.8      61504      100000      103        3146   
   13.9      61564      100000       99        2876   
   14.0      61876      100000      105        3218   
   14.1      62047      100000      105        3194   
   14.2      61613      100000       97        2927   
   14.3      61826      100000       90        2784   
   14.4      61480      100000      107        3145   
   14.5      61562      100000      100        3149   
   14.6      61767      100000       97        3034   
